project_name	publication_year	publication_doi	oil_reservoir	oil_wells	latitude	longitude	geo_loc_name	study_primary_focus	study_process	depth	temp	pH	salinity	API	NO3-	PO43-	SO42-	Ca2+	Mg2+	Na+	К+	Cl-	HCO3-	Acetate	sample_name	feature	material	collection_date	archive	archive_project	archive_accession
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107455
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107456
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107457
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107458
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107459
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107460
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107461
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107462
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107463
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day56-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107464
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107465
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107466
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107467
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107468
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107469
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day56-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107470
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107471
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107472
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107473
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107474
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107475
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day28-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107476
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107477
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107478
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107479
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107480
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107481
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107482
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107483
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107484
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107485
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2405	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180007-Day56-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107486
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107487
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107488
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107489
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107490
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107491
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-40degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107492
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107493
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day28-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107494
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107495
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day28-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107496
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day28-50degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107497
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day28-60degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107498
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day28-50degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107499
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day28-60degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107500
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day28-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107501
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day56-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107502
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day56-40degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107503
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day56-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107504
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	43.01	-60.21	Canada	industy	metabolism	2342	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150023-Day56-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107505
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107506
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107507
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107508
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107509
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107510
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107511
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day0-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107512
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107513
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107514
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107515
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107516
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107517
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107518
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107519
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107520
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-40degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107521
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day28-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107522
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107523
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107524
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107525
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107526
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107527
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107528
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107529
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107530
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107531
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2083	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180022-Day56-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107532
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107533
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107534
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day0-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107535
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107536
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107537
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107538
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107539
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107540
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107541
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107542
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107543
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107544
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day56-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107545
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day28-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107546
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day56-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107547
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day56-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107548
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day56-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107549
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.36	Canada	industy	metabolism	2782	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180014-Day56-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107550
